---,Name,StarSystemName,PosX,PosY,SystemType,SpectralType,Luminosity,SubType,SystemStatus,ChargingStation,Orbitals,Habitable,Description,Cluster,ClusterOverlay,ClusterConstellation
4050,4050,Dorian's Tears,-1129.02001953125,411.5889892578125,Normal,M,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4051,4051,Novgorod,-760.155029296875,940.823974609375,Normal,K,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4052,4052,Horgens,216.12100219726562,-1190.31005859375,Normal,M,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4053,4053,Riga,-863.4290161132812,860.1079711914062,Normal,F,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4054,4054,Khanquest,-714.572998046875,993.0809936523438,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4055,4055,Köningsber�,-838.3460083007812,897.3619995117188,Normal,M,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4056,4056,Glory (EI),-688.8829956054688,1018.0700073242188,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4057,4057,Stettin (HL),-806.9730224609375,951.6119995117188,Normal,G,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4058,4058,Graystone,-680.427001953125,1055.239990234375,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4059,4059,Landrum,-1127.449951171875,-574.1290283203125,Normal,F,V,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4060,4060,Wismar,-846.9219970703125,945.1099853515625,Normal,K,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4061,4061,Holdout,-731.2520141601562,1050.25,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4062,4062,Castile,-657.8670043945312,1108.3599853515625,Normal,G,V,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4063,4063,Interstellar Expeditions Base #6,1285.2900390625,-178.44000244140625,Normal,M,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4064,4064,Fell Wind,-771.8870239257812,1047.3900146484375,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4065,4065,Leó�,-691.2139892578125,1103.010009765625,Normal,G,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4066,4066,Star Cluster P12,115.72100067138672,1304.5799560546875,Normal,G,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4067,4067,Aragon,-667.8909912109375,1127.9300537109375,Normal,M,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4068,4068,Asturias,-719.5050048828125,1103.6500244140625,Normal,G,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4069,4069,Winston,-747.6339721679688,1085.0400390625,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4070,4070,Galicia,-664.4509887695312,1143.6500244140625,Normal,G,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4071,4071,Valencia,-708.322998046875,1123.77001953125,Normal,G,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4072,4072,Beta Salandor,1256.47998046875,-448.97601318359375,Normal,F,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4073,4073,Córdob�,-689.7780151367188,1152.489990234375,Normal,K,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4074,4074,Granada,-674.8289794921875,1162.5699462890625,Normal,G,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4075,4075,Navarre,-713.9180297851562,1146.969970703125,Normal,K,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4076,4076,Star Cluster 752,61.5,-1374.510009765625,Normal,K,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4077,4077,Mizdargh,399.55999755859375,-1338.760009765625,Normal,M,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4078,4078,Gurgaldar,-1381.81005859375,-296.5830078125,Normal,F,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4079,4079,Star Cluster Briceno 1,1311.72998046875,-570.2930297851562,Normal,M,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4080,4080,Fröislandi�,-1318.1300048828125,-642.2849731445312,Normal,G,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4081,4081,Aurigae,868.6179809570312,-1226.969970703125,Normal,F,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4082,4082,Interstellar Expeditions Base #14,-1499.9599609375,326.19000244140625,Normal,K,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4083,4083,Waystation 531 (Waypoint 531),-742.5579833984375,1349.2099609375,Normal,M,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4084,4084,Star Cluster P24,-399.09600830078125,1520.530029296875,Normal,K,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4085,4085,Star Cluster A51,750.5079956054688,1390.52001953125,Normal,K,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4086,4086,Fager,91.05400085449219,-1591.9599609375,Normal,M,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4087,4087,Radulov (Tanis (2600+)),-57.37300109863281,1603.1600341796875,Normal,F,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4088,4088,Babylon,-123.50800323486328,1600.8900146484375,Normal,G,V,7,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_Clan"")",/Game/CustomContent/Zones_Clan_Safezone_2.Zones_Clan_Safezone,/Game/CustomContent/Zones_Clan_Safezone_2.Zones_Clan_Safezone
4089,4089,Dagda (Clan),-132.26600646972656,1603.8599853515625,Normal,K,V,4,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_Clan"")",None,None
4090,4090,Arcadia (Clan),-115.65499877929688,1608.800048828125,Normal,G,V,7,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_Clan"")",None,None
4091,4091,Eden,-133.4510040283203,1613.75,Normal,F,Ib,4,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_Clan"")",None,None
4092,4092,Circe,-122.5739974975586,1614.8299560546875,Normal,G,Ia,2,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_Clan"")",None,None
4093,4093,Rim Worlds Republic Outpost #7,1629.6800537109375,-73.4990005493164,Normal,F,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4094,4094,Fasa,-144.18600463867188,1625.6300048828125,Normal,G,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4095,4095,Kazlam,-1420.699951171875,804.1300048828125,Normal,K,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4096,4096,Tansalir,-1550.81005859375,-513.9520263671875,Normal,M,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4097,4097,Rim Worlds Republic Outpost #11,777.947998046875,-1438.219970703125,Normal,F,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4098,4098,Niles (Clan),118.99400329589844,1706.8299560546875,Normal,A,II,3,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4099,4099,Star Cluster 889,-104.80500030517578,-1724.989990234375,Normal,G,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4100,4100,Bearclaw,149.38999938964844,1723.5400390625,Normal,A,V,6,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4101,4101,Tokasha,108.09300231933594,1728.4200439453125,Normal,K,IV,5,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4102,4102,Foster,44.16400146484375,1733.1800537109375,Normal,M,III,9,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4103,4103,Atreus (Clan),71.81099700927734,1734.25,Normal,G,VI,6,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4104,4104,EC821-387D,-204.8159942626953,1732.8299560546875,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4105,4105,Ironhold,46.18199920654297,1745.0,Normal,K,V,4,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4106,4106,Shadow,-2.0160000324249268,1749.93994140625,Normal,B,IV,8,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4107,4107,Lum,5.818999767303467,1757.9100341796875,Normal,F,V,1,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4108,4108,Huntress,49.222999572753906,1757.8699951171875,Normal,G,V,7,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4109,4109,Tranquil,124.79000091552734,1757.8800048828125,Normal,F,V,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4110,4110,Strana Mechty,32.29999923706055,1767.81005859375,Normal,G,VI,3,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",/Game/CustomContent/Zones_ClanConf_1.Zones_ClanConf,None
4111,4111,Brim,-24.524999618530273,1768.5699462890625,Normal,F,II,9,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4112,4112,Rim Worlds Republic Outpost #4,1721.9200439453125,424.9100036621094,Normal,G,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4113,4113,Hector,151.375,1769.75,Normal,F,V,4,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4114,4114,Death's Gaze Cluster,487.1969909667969,-1708.989990234375,Normal,K,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4115,4115,Gatekeeper,-22.586000442504883,1779.3699951171875,Normal,B,III,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4116,4116,Chaffee (DP),275.8349914550781,-1758.010009765625,Normal,F,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4117,4117,New Kent,120.80699920654297,1784.43994140625,Normal,F,II,2,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4118,4118,Albion (Clan),-50.16699981689453,1792.1500244140625,Normal,K,V,1,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4119,4119,Marshall,59.86000061035156,1792.1400146484375,Normal,M,V,8,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4120,4120,Sheridan (Clan),125.94300079345703,1794.22998046875,Normal,G,IV,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",/Game/CustomContent/Zones_ClanConf_2.Zones_ClanConf,None
4121,4121,Zara (Homer (2850+)),-78.67500305175781,1799.06005859375,Normal,K,V,5,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_Clan"")",None,None
4122,4122,Delios,-16.761999130249023,1804.9300537109375,Normal,G,III,6,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4123,4123,Priori,3.760999917984009,1807.9000244140625,Normal,K,II,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4124,4124,York (Clan),-70.83399963378906,1807.010009765625,Normal,F,V,2,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_Clan"")",None,None
4125,4125,Tathis,85.61000061035156,1811.9200439453125,Normal,B,V,4,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4126,4126,Grant's Station,-66.80999755859375,1835.3499755859375,Normal,G,III,6,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_Clan"")",None,None
4127,4127,Kirin,-23.60099983215332,1837.3199462890625,Normal,M,IV,9,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",/Game/CustomContent/Zones_ClanConf_4.Zones_ClanConf,None
4128,4128,Glory,99.29199981689453,1835.56005859375,Normal,G,IV,4,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4129,4129,Colleen,-146.5659942626953,1837.8199462890625,Normal,G,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4130,4130,Hellgate,40.34299850463867,1843.3299560546875,Normal,F,Ia,7,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4131,4131,Tamaron,-2.003000020980835,1856.989990234375,Normal,A,III,3,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4132,4132,Roche,67.86499786376953,1869.93994140625,Normal,F,III,2,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",/Game/CustomContent/Zones_ClanConf_3.Zones_ClanConf,None
4133,4133,Joradian Cluster,-1778.6600341796875,585.4639892578125,Normal,K,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4134,4134,Londerholm,-42.22100067138672,1872.6800537109375,Normal,G,III,7,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_Clan"")",None,None
4135,4135,Tiber (Clan),89.51399993896484,1876.72998046875,Normal,G,VI,8,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4136,4136,Hoard,39.36800003051758,1879.719970703125,Normal,A,V,2,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4137,4137,Strato Domingo,10.795999526977539,1880.6600341796875,Normal,K,II,6,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ClanConflict"")",None,None
4138,4138,Paxon,-70.79900360107422,1879.6400146484375,Normal,K,III,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4139,4139,Knechee,-591.1790161132812,-1793.4300537109375,Normal,M,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4140,4140,Barcella,-23.702999114990234,1896.3699951171875,Normal,G,III,6,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_Clan"")",None,None
4141,4141,Heidrunn,-1877.199951171875,279.1730041503906,Normal,G,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4142,4142,Interstellar Expeditions Base #22,-734.2940063476562,-1753.1099853515625,Normal,G,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4143,4143,Vinton,7.675000190734863,1912.1800537109375,Normal,G,VI,8,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_Clan"")",/Game/CustomContent/Zones_Clan_Safezone_1.Zones_Clan_Safezone,/Game/CustomContent/Zones_Clan_Safezone_1.Zones_Clan_Safezone
4144,4144,Leviathans Rest,-141.0709991455078,-1921.199951171875,Normal,K,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4145,4145,Brundams,-1877.4300537109375,-441.99200439453125,Normal,K,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4146,4146,Star Cluster 643,1937.3699951171875,-172.0229949951172,Normal,K,V,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4147,4147,Nebula D77,705.2979736328125,-1815.02001953125,Normal,G,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4148,4148,Star Cluster 1108 (Rimward),528.2490234375,-1890.27001953125,Normal,G,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4149,4149,Star Cluster 1108 (Spinward),1871.1300048828125,-672.8670043945312,Normal,K,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
49,49,Keid,3.0959999561309814,-10.126999855041504,Normal,G,IV,6,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem"")",None,None
270,270,Alya,26.358999252319336,96.62899780273438,Normal,G,VI,2,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RogueSystems"")",None,None
111,111,Markab,97.7020034790039,22.756000518798828,Normal,M,IV,2,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem"")",None,None
248,248,Avellaneda,-57.652000427246094,-82.24299621582031,Normal,K,V,8,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:CareerCluster"")",None,None
157,157,New Hessen,84.00499725341797,-57.12099838256836,Normal,A,V,9,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem"")",None,None
107,107,Asuncion,5.166999816894531,-101.63999938964844,Normal,F,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
7,7,Ryde,-45.35599899291992,91.72200012207031,Normal,F,V,5,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
588,588,Poznan,62.54600143432617,-81.21299743652344,Normal,G,III,6,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
129,129,Dabih,59.96799850463867,83.50399780273438,Normal,F,IV,0,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RogueSystems"")",None,None
230,230,Zaniah,-102.59700012207031,7.739999771118164,Normal,A,IV,3,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
245,245,Seginus,-82.36000061035156,62.76499938964844,Normal,A,V,7,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
707,707,New Rhodes,102.36100006103516,-15.8149995803833,Normal,M,V,9,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
4162,4162,Snailzar,21.038999557495117,-101.4219970703125,Normal,M,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
345,345,Carsphairn,-96.16799926757812,38.98500061035156,Normal,K,V,1,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem"")",None,None
276,276,Carnwath,-63.082000732421875,82.41600036621094,Normal,K,IV,5,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1539,1539,Vindemiatrix,-100.41100311279297,26.38800048828125,Normal,G,III,8,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_14_Blob.Safezone_14_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_14.Safezone
226,226,Ibstock,-20.985000610351562,-101.91000366210938,Normal,G,V,4,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:CareerCluster"")",None,None
311,311,Alkaid,-94.09600067138672,47.00199890136719,Normal,B,V,1,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
4168,4168,Conwy,77.66400146484375,-71.32499694824219,Normal,M,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1599,1599,Marfik,-40.604000091552734,97.66400146484375,Normal,A,V,1,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
988,988,Albalii,71.0790023803711,78.53199768066406,Normal,F,IV,0,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
423,423,Kimball,-35.676998138427734,99.73300170898438,Normal,G,V,1,Normal,None,Unspecified,H_2Plus,,"(Id="""")",None,None
4172,4172,Bonaire,-44.04199981689453,-96.41799926757812,Normal,K,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
277,277,Halloran,72.89399719238281,-77.02200317382812,Normal,F,IV,8,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem"")",None,None
187,187,Styk,42.12799835205078,-97.4990005493164,Normal,K,IV,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
586,586,Vega,-3.630000114440918,106.61499786376953,Normal,A,V,0,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:Vega"")",None,None
